timestamps,TP9,Fp1,Fp2,TP10,stim
1676924564.2811925,16.6015625,145.01953125,-44.921875,59.5703125,0.0
1676924564.284938,31.25,134.765625,124.0234375,72.265625,0.0
1676924564.2886837,34.1796875,116.2109375,-123.046875,46.38671875,0.0
1676924564.2924292,23.4375,123.046875,-171.38671875,35.64453125,0.0
1676924564.2962847,15.13671875,115.72265625,-77.63671875,58.59375,0.0
1676924564.3001401,23.4375,89.35546875,-167.48046875,77.63671875,0.0
1676924564.3039956,23.92578125,80.56640625,-302.734375,65.4296875,0.0
1676924564.3078508,11.71875,94.7265625,-161.1328125,37.59765625,0.0
1676924564.3117063,25.390625,101.07421875,42.48046875,39.0625,0.0
1676924564.3155618,33.69140625,83.0078125,-128.41796875,71.77734375,0.0
1676924564.3194172,22.94921875,79.1015625,-480.46875,61.03515625,0.0
1676924564.3232727,23.4375,110.83984375,-281.25,32.2265625,0.0
1676924564.327128,19.04296875,126.953125,145.5078125,31.25,0.0
1676924564.3309834,19.04296875,104.98046875,12.20703125,66.40625,0.0
1676924564.3348389,31.25,106.93359375,-114.74609375,80.56640625,0.0
1676924564.3386943,17.08984375,129.8828125,20.99609375,37.59765625,0.0
1676924564.3423493,5.859375,138.18359375,111.81640625,16.11328125,0.0
1676924564.3460042,10.7421875,144.04296875,-68.84765625,40.52734375,0.0
1676924564.3496592,22.94921875,159.66796875,-128.90625,67.3828125,0.0
1676924564.3533142,37.109375,178.22265625,11.23046875,45.8984375,0.0
1676924564.356969,27.34375,179.19921875,-61.03515625,7.8125,0.0
1676924564.3606238,15.13671875,162.59765625,-386.71875,35.15625,0.0
1676924564.3642788,25.390625,170.8984375,-699.21875,67.87109375,0.0
1676924564.3679338,20.99609375,213.8671875,-213.8671875,24.90234375,0.0
1676924564.3715887,11.71875,195.80078125,92.7734375,-5.37109375,0.0
1676924564.3752437,5.859375,177.24609375,-115.72265625,-0.9765625,0.0
1676924564.3788986,4.8828125,181.15234375,-34.66796875,34.1796875,0.0
1676924564.3825536,2.44140625,168.9453125,121.09375,33.203125,0.0
1676924564.3875473,-14.16015625,160.15625,53.22265625,-20.99609375,0.0
1676924564.3925412,-22.94921875,161.1328125,-117.67578125,-41.015625,0.0
1676924564.3975348,-41.015625,175.78125,-95.21484375,-22.94921875,0.0
1676924564.4025288,-50.29296875,188.4765625,59.08203125,-34.1796875,0.0
1676924564.4075224,-53.7109375,189.453125,-23.4375,-78.125,0.0
1676924564.412516,-72.75390625,203.125,-323.73046875,-98.14453125,0.0
1676924564.41751,-94.7265625,247.0703125,-240.234375,-104.00390625,0.0
1676924564.4225037,-125.0,258.7890625,-58.59375,-111.328125,0.0
1676924564.4274976,-151.85546875,243.65234375,-164.55078125,-146.484375,0.0
1676924564.4324913,-179.6875,229.98046875,-559.5703125,-177.24609375,0.0
1676924564.4374852,-213.37890625,256.34765625,-409.1796875,-204.58984375,0.0
1676924564.442479,-251.953125,275.87890625,85.44921875,-246.09375,0.0
1676924564.4462852,-266.6015625,262.20703125,-86.9140625,-267.578125,0.0
1676924564.4500916,-293.9453125,268.06640625,-161.62109375,-303.7109375,0.0
1676924564.453898,-321.77734375,276.3671875,19.04296875,-334.9609375,0.0
1676924564.4577043,-327.1484375,270.01953125,52.734375,-317.3828125,0.0
1676924564.4615107,-329.1015625,253.41796875,-110.3515625,-319.82421875,0.0
1676924564.465317,-322.265625,232.91015625,-307.12890625,-350.09765625,0.0
1676924564.4691234,-330.078125,234.86328125,-196.2890625,-361.81640625,0.0
1676924564.4729297,-316.89453125,244.140625,65.91796875,-329.1015625,0.0
1676924564.476736,-298.33984375,209.9609375,-254.39453125,-284.1796875,0.0
1676924564.4805424,-293.9453125,199.70703125,-483.3984375,-285.64453125,0.0
1676924564.4843488,-271.484375,233.3984375,-25.87890625,-298.33984375,0.0
1676924564.4881551,-248.046875,214.84375,-73.73046875,-277.83203125,0.0
1676924564.4918792,-233.88671875,209.47265625,-233.3984375,-235.3515625,0.0
1676924564.4956033,-208.984375,219.7265625,-54.19921875,-221.19140625,0.0
1676924564.4993274,-194.82421875,214.84375,81.54296875,-242.1875,0.0
1676924564.5030515,-198.73046875,195.80078125,-7.32421875,-214.84375,0.0
1676924564.5067756,-172.8515625,172.8515625,-208.0078125,-149.4140625,0.0
1676924564.5104997,-145.99609375,160.64453125,-249.51171875,-141.6015625,0.0
1676924564.5142238,-144.53125,148.4375,-213.8671875,-165.0390625,0.0
1676924564.517948,-129.8828125,153.80859375,-110.83984375,-148.4375,0.0
1676924564.521672,-114.2578125,140.13671875,-459.9609375,-94.23828125,0.0
1676924564.525396,-107.91015625,171.38671875,-427.24609375,-73.2421875,0.0
1676924564.5291202,-90.33203125,199.70703125,101.5625,-93.75,0.0
1676924564.5328443,-73.2421875,180.6640625,-53.7109375,-88.37890625,0.0
1676924564.536544,-53.22265625,191.40625,-148.4375,-29.296875,0.0
1676924564.5402436,-30.76171875,240.234375,63.96484375,4.8828125,0.0
1676924564.5439434,-23.92578125,251.46484375,67.87109375,-19.04296875,0.0
1676924564.547643,-29.78515625,221.19140625,-278.3203125,-18.06640625,0.0
1676924564.5513427,-13.18359375,229.4921875,-327.63671875,20.5078125,0.0
1676924564.5550423,8.7890625,240.234375,-185.546875,53.7109375,0.0
1676924564.558742,12.6953125,257.32421875,-74.21875,47.36328125,0.0
1676924564.5624418,15.13671875,229.00390625,-262.6953125,41.015625,0.0
1676924564.5661414,2.9296875,217.7734375,-548.33984375,68.84765625,0.0
1676924564.5698411,7.32421875,251.953125,-36.62109375,102.5390625,0.0
1676924564.5735407,38.0859375,229.00390625,119.62890625,117.67578125,0.0
1676924564.5772405,42.96875,201.171875,-78.125,95.703125,0.0
1676924564.5810213,43.45703125,220.703125,-74.21875,97.16796875,0.0
1676924564.584802,51.7578125,247.0703125,77.63671875,138.18359375,0.0
1676924564.5885825,59.5703125,201.171875,63.96484375,152.83203125,0.0
1676924564.5923634,69.3359375,225.09765625,-63.96484375,133.30078125,0.0
1676924564.5961442,64.94140625,250.48828125,-9.765625,107.91015625,0.0
1676924564.5999248,70.80078125,218.26171875,-129.39453125,125.48828125,0.0
1676924564.6037054,88.37890625,266.11328125,-187.98828125,169.921875,0.0
1676924564.6074862,84.9609375,277.34375,-531.25,174.8046875,0.0
1676924564.611267,79.58984375,265.625,-500.0,138.18359375,0.0
1676924564.6150477,83.0078125,297.8515625,143.06640625,128.41796875,0.0
1676924564.6188283,84.9609375,263.671875,30.2734375,152.34375,0.0
1676924564.6226091,84.9609375,239.74609375,-90.33203125,136.23046875,0.0
1676924564.6263452,72.265625,291.9921875,97.16796875,109.86328125,0.0
1676924564.630081,66.40625,268.06640625,145.99609375,117.1875,0.0
1676924564.633817,69.82421875,214.84375,-50.78125,132.32421875,0.0
1676924564.6375527,59.5703125,241.2109375,-91.30859375,105.95703125,0.0
1676924564.6412888,59.08203125,255.37109375,20.01953125,70.3125,0.0
1676924564.6450248,61.5234375,229.98046875,-114.74609375,58.59375,0.0
1676924564.6487606,62.98828125,204.58984375,-433.59375,82.03125,0.0
1676924564.6524966,67.87109375,204.58984375,-494.140625,99.12109375,0.0
1676924564.6562324,72.75390625,208.49609375,0.0,74.70703125,0.0
1676924564.6599684,75.1953125,157.2265625,94.23828125,63.96484375,0.0
1676924564.6637042,64.94140625,158.203125,-185.546875,90.8203125,0.0
1676924564.6674402,66.40625,201.66015625,-81.54296875,106.93359375,0.0
1676924564.6712246,79.58984375,203.125,184.5703125,77.1484375,0.0
1676924564.6750088,68.84765625,176.26953125,86.42578125,69.82421875,0.0
1676924564.6787932,62.01171875,160.15625,-131.8359375,97.16796875,0.0
1676924564.6825774,64.94140625,182.12890625,-33.203125,113.76953125,0.0
1676924564.6863618,65.91796875,162.59765625,89.84375,98.6328125,0.0
1676924564.690146,70.3125,101.5625,-87.890625,77.63671875,0.0
1676924564.6939304,66.89453125,127.44140625,-430.6640625,85.44921875,0.0
1676924564.6977148,63.4765625,197.75390625,-286.1328125,95.703125,0.0
1676924564.701499,61.03515625,213.8671875,123.53515625,84.47265625,0.0
1676924564.7052834,57.12890625,187.01171875,5.37109375,63.96484375,0.0
1676924564.7090676,47.8515625,152.34375,-147.4609375,48.828125,0.0
1676924564.712852,44.921875,116.2109375,-44.921875,69.82421875,0.0
1676924564.7165775,46.875,73.2421875,104.98046875,81.54296875,0.0
1676924564.720303,31.25,86.42578125,-135.25390625,66.89453125,0.0
1676924564.7240286,14.6484375,125.9765625,-291.9921875,48.33984375,0.0
1676924564.727754,22.94921875,111.328125,20.99609375,49.8046875,0.0
1676924564.7314796,33.203125,93.75,159.66796875,72.75390625,0.0
1676924564.7352052,24.90234375,83.49609375,-246.58203125,73.73046875,0.0
1676924564.7389305,8.30078125,91.30859375,-744.62890625,48.33984375,0.0
1676924564.742656,1.953125,126.953125,-256.8359375,41.9921875,0.0
1676924564.7463815,2.44140625,102.5390625,153.80859375,66.40625,0.0
1676924564.750107,1.953125,54.6875,-69.3359375,66.89453125,0.0
1676924564.7538326,-2.9296875,45.41015625,-61.5234375,41.50390625,0.0
1676924564.757558,-4.39453125,47.36328125,74.21875,29.296875,0.0
1676924564.7625585,5.859375,30.76171875,24.90234375,48.33984375,0.0
1676924564.7675588,12.6953125,47.8515625,-34.66796875,46.38671875,0.0
1676924564.7725592,11.71875,71.2890625,-13.18359375,28.3203125,0.0
1676924564.7775598,6.34765625,95.21484375,69.82421875,26.85546875,0.0
1676924564.78256,18.06640625,107.91015625,-34.66796875,53.7109375,0.0
1676924564.7875605,33.203125,64.94140625,-300.78125,75.1953125,0.0
1676924564.7925608,13.18359375,17.08984375,-353.515625,52.24609375,0.0
1676924564.7975612,-1.953125,59.5703125,-146.97265625,20.5078125,0.0
1676924564.8025618,5.859375,91.30859375,-2.44140625,33.203125,0.0
1676924564.807562,1.953125,39.0625,-514.6484375,76.66015625,0.0
1676924564.8125625,0.48828125,100.09765625,-443.84765625,64.453125,0.0
1676924564.8175628,4.39453125,167.48046875,107.91015625,18.5546875,0.0
1676924564.8213003,1.953125,138.671875,-61.03515625,26.3671875,0.0
1676924564.825038,0.9765625,129.8828125,-132.8125,54.19921875,0.0
1676924564.8287754,5.859375,127.9296875,64.94140625,39.0625,0.0
1676924564.8325129,21.97265625,98.6328125,78.61328125,10.7421875,0.0
1676924564.8362503,20.99609375,74.70703125,-105.46875,29.296875,0.0
1676924564.8399878,19.04296875,63.96484375,-302.24609375,66.89453125,0.0
1676924564.8437254,21.484375,62.98828125,-173.33984375,65.91796875,0.0
1676924564.847463,22.4609375,46.38671875,114.2578125,27.34375,0.0
1676924564.8512003,15.13671875,-8.7890625,-291.015625,26.85546875,0.0
1676924564.854938,5.37109375,-11.71875,-603.02734375,51.7578125,0.0
1676924564.8586755,3.90625,-5.859375,-26.3671875,45.8984375,0.0
1676924564.862413,1.953125,-52.24609375,115.234375,21.484375,0.0
1676924564.8661735,-14.6484375,-33.69140625,-84.9609375,26.85546875,0.0
1676924564.869934,-17.08984375,49.8046875,-41.015625,59.5703125,0.0
1676924564.873695,0.0,101.07421875,148.92578125,77.63671875,0.0
1676924564.8774555,-2.44140625,111.328125,95.703125,60.546875,0.0
1676924564.881216,-24.4140625,98.6328125,-70.3125,25.87890625,0.0
1676924564.8849766,-16.6015625,92.28515625,-158.203125,30.76171875,0.0
1676924564.8887372,-4.39453125,102.05078125,-117.1875,53.22265625,0.0
1676924564.8924978,-15.13671875,73.2421875,-14.6484375,36.1328125,0.0
1676924564.8962584,-21.97265625,51.26953125,-353.02734375,9.765625,0.0
1676924564.9000192,-8.30078125,109.375,-264.16015625,0.9765625,0.0
1676924564.9037797,1.953125,119.62890625,125.0,21.484375,0.0
1676924564.9075403,0.9765625,58.10546875,-24.90234375,41.015625,0.0
1676924564.91136,-0.48828125,73.2421875,-241.69921875,19.53125,0.0
1676924564.9151797,-13.18359375,130.37109375,-171.38671875,-16.11328125,0.0
1676924564.9189992,-17.578125,142.08984375,62.5,-5.37109375,0.0
1676924564.922819,-7.32421875,128.90625,-97.65625,30.2734375,0.0
1676924564.9266386,-13.18359375,127.44140625,-327.63671875,12.6953125,0.0
1676924564.9304583,-33.69140625,126.953125,-249.51171875,-27.34375,0.0
1676924564.934278,-40.0390625,104.98046875,-188.96484375,-16.11328125,0.0
1676924564.9380977,-32.71484375,66.40625,-376.46484375,34.1796875,0.0
1676924564.9419174,-18.5546875,66.40625,-456.0546875,38.57421875,0.0
1676924564.945737,-29.296875,86.42578125,12.6953125,-5.37109375,0.0
1676924564.9495566,-29.296875,27.83203125,54.6875,-2.9296875,0.0
1676924564.9533763,-3.90625,34.1796875,-79.1015625,37.59765625,0.0
1676924564.9570522,0.48828125,78.125,-3.41796875,31.25,0.0
1676924564.9607284,-6.8359375,49.31640625,85.44921875,1.46484375,0.0
1676924564.9644043,-19.53125,24.4140625,17.08984375,-1.46484375,0.0
1676924564.9680803,-23.92578125,41.015625,-129.8828125,29.296875,0.0
1676924564.9717565,-10.7421875,26.85546875,-189.94140625,41.9921875,0.0
1676924564.9754324,-12.6953125,14.16015625,-251.46484375,9.27734375,0.0
1676924564.9791083,-19.53125,9.765625,-191.89453125,-9.27734375,0.0
1676924564.9827845,-17.08984375,4.8828125,-533.69140625,28.80859375,0.0
1676924564.9864604,-23.4375,49.31640625,-567.3828125,43.9453125,0.0
1676924564.9901364,-21.484375,69.3359375,92.28515625,17.578125,0.0
1676924564.9938126,-17.578125,66.89453125,44.921875,1.46484375,0.0
1676924564.9974885,-25.87890625,80.56640625,-118.65234375,-4.8828125,0.0
1676924565.002491,-22.4609375,76.171875,85.44921875,20.5078125,0.0
1676924565.0074933,-13.18359375,50.29296875,154.296875,28.80859375,0.0
