timestamps,TP9,Fp1,Fp2,TP10,stim
1676922696.9118707,-5.37109375,-41.9921875,-38.0859375,9.765625,0.0
1676922696.915684,7.8125,-30.2734375,-23.4375,17.08984375,0.0
1676922696.9194973,-1.46484375,-2.44140625,-10.25390625,9.27734375,0.0
1676922696.9233105,7.8125,-13.18359375,-3.90625,14.16015625,0.0
1676922696.9270866,-6.34765625,-28.3203125,-14.6484375,24.90234375,0.0
1676922696.9308624,-10.25390625,-10.25390625,-9.765625,12.6953125,0.0
1676922696.9346385,3.41796875,-9.765625,-16.11328125,9.765625,0.0
1676922696.9384146,-0.48828125,-25.87890625,-50.78125,3.90625,0.0
1676922696.9421906,-12.6953125,-39.55078125,-48.828125,-16.6015625,0.0
1676922696.9459667,-18.06640625,-32.2265625,-25.390625,1.953125,0.0
1676922696.9497426,-4.39453125,-31.25,-31.73828125,0.48828125,0.0
1676922696.9535186,-1.953125,-36.1328125,-38.57421875,3.90625,0.0
1676922696.9572947,-21.97265625,-21.97265625,-23.4375,-3.90625,0.0
1676922696.9610705,-15.625,-22.4609375,-18.5546875,-12.6953125,0.0
1676922696.9648466,-8.30078125,-28.3203125,-10.7421875,-9.27734375,0.0
1676922696.9686227,-17.08984375,-20.5078125,-19.53125,-19.53125,0.0
1676922696.9723904,-22.4609375,-21.97265625,-24.90234375,-29.78515625,0.0
1676922696.9761584,-27.34375,-31.73828125,-14.6484375,-20.5078125,0.0
1676922696.979926,-38.57421875,-25.390625,-27.83203125,-19.53125,0.0
1676922696.983694,-34.66796875,-21.97265625,-20.01953125,-8.7890625,0.0
1676922696.9874618,-10.7421875,-23.92578125,5.859375,8.7890625,0.0
1676922696.9912295,-16.11328125,-39.0625,-23.92578125,-5.37109375,0.0
1676922696.9949975,-42.96875,-56.15234375,-41.9921875,-13.671875,0.0
1676922696.9987652,-36.1328125,-26.85546875,-17.578125,-6.34765625,0.0
1676922697.0025332,-34.1796875,-5.859375,-17.08984375,-2.44140625,0.0
1676922697.006301,-24.4140625,-14.16015625,-1.46484375,-20.01953125,0.0
1676922697.010069,-31.25,-22.94921875,10.7421875,-35.15625,0.0
1676922697.0138366,-19.53125,-20.5078125,5.37109375,-2.44140625,0.0
1676922697.0187492,-5.37109375,-26.85546875,3.90625,18.5546875,0.0
1676922697.0236616,-11.71875,-29.78515625,7.32421875,15.13671875,0.0
1676922697.0285742,-12.20703125,-27.83203125,12.20703125,20.99609375,0.0
1676922697.0334868,-17.578125,-34.66796875,-16.6015625,14.16015625,0.0
1676922697.0383992,-12.20703125,-40.0390625,-48.828125,-0.9765625,0.0
1676922697.0433118,1.46484375,-30.76171875,-25.87890625,13.18359375,0.0
1676922697.0482244,-19.04296875,-30.76171875,-20.99609375,8.30078125,0.0
1676922697.0531368,-36.1328125,-26.3671875,-16.6015625,-19.04296875,0.0
1676922697.0580494,-21.484375,-12.6953125,6.34765625,-21.97265625,0.0
1676922697.062962,-22.94921875,-21.97265625,10.7421875,-19.04296875,0.0
1676922697.0678744,-9.27734375,-23.92578125,-8.30078125,-3.41796875,0.0
1676922697.072787,-13.18359375,-13.671875,-39.55078125,10.25390625,0.0
1676922697.0764937,-15.625,1.46484375,-56.15234375,8.7890625,0.0
1676922697.0802002,-0.9765625,-18.06640625,-34.1796875,0.9765625,0.0
1676922697.0839067,-26.3671875,-50.78125,0.48828125,-7.32421875,0.0
1676922697.0876133,-32.71484375,-34.66796875,-6.34765625,-9.765625,0.0
1676922697.09132,-22.4609375,-27.34375,-9.27734375,-10.7421875,0.0
1676922697.0950265,-14.6484375,-36.1328125,-14.16015625,-4.39453125,0.0
1676922697.098733,-11.71875,-27.83203125,-9.27734375,4.39453125,0.0
1676922697.1024396,-30.2734375,-23.4375,-25.390625,-18.06640625,0.0
1676922697.1061463,-28.80859375,-42.48046875,-37.109375,-41.50390625,0.0
1676922697.1098528,-18.5546875,-24.4140625,-23.92578125,-28.3203125,0.0
1676922697.1135592,-12.20703125,-9.765625,-41.50390625,-13.18359375,0.0
1676922697.117266,-29.296875,-32.71484375,-48.33984375,-21.97265625,0.0
1676922697.123517,-27.34375,-28.3203125,-38.0859375,-21.484375,0.0
1676922697.1297684,-23.92578125,-38.0859375,-27.83203125,-18.06640625,0.0
1676922697.1360197,-37.59765625,-27.34375,-17.578125,-15.13671875,0.0
1676922697.1422708,-24.90234375,-18.5546875,-39.55078125,0.0,0.0
1676922697.148522,-36.1328125,-34.66796875,-66.89453125,-16.11328125,0.0
1676922697.1547732,-34.1796875,-39.55078125,-47.36328125,-30.2734375,0.0
1676922697.1610246,-21.484375,-48.33984375,-22.94921875,-24.4140625,0.0
1676922697.1672757,-17.08984375,-29.296875,-40.52734375,-32.71484375,0.0
1676922697.1735268,-14.6484375,-26.3671875,-47.8515625,-28.3203125,0.0
1676922697.179778,-18.5546875,-40.52734375,-17.578125,-2.44140625,0.0
1676922697.1860294,-10.25390625,-33.69140625,-21.484375,-0.9765625,0.0
1676922697.1922805,-8.30078125,-28.3203125,-30.76171875,-20.99609375,0.0
1676922697.1935174,-20.01953125,-19.53125,-16.11328125,-10.25390625,0.0
1676922697.1947546,-16.11328125,-13.18359375,-39.55078125,-7.8125,0.0
1676922697.1959915,-12.20703125,-19.04296875,-37.109375,-23.4375,0.0
1676922697.1972287,-0.9765625,-26.85546875,-24.4140625,-17.578125,0.0
1676922697.1984656,2.44140625,-38.0859375,-49.8046875,-18.06640625,0.0
1676922697.1997027,-14.16015625,-27.83203125,-76.171875,-29.296875,0.0
1676922697.2009397,-16.11328125,-15.625,-66.40625,-55.17578125,0.0
1676922697.2021766,-18.5546875,-25.87890625,-25.87890625,-42.48046875,0.0
1676922697.2034137,-25.87890625,-20.5078125,-18.06640625,-22.94921875,0.0
1676922697.2046506,-10.7421875,-12.6953125,-21.484375,-45.8984375,0.0
1676922697.2058878,-1.953125,-13.671875,-25.87890625,-32.2265625,0.0
1676922697.2071247,-17.08984375,-14.16015625,-27.83203125,-27.34375,1.0
1676922697.211009,-27.83203125,-24.90234375,-42.48046875,-34.1796875,0.0
1676922697.2148933,-5.859375,-37.59765625,-55.17578125,-37.109375,0.0
1676922697.2187777,4.8828125,-33.69140625,-50.29296875,-28.3203125,0.0
1676922697.2226617,-10.25390625,-27.83203125,-54.19921875,-12.20703125,0.0
1676922697.226546,-8.30078125,-32.2265625,-62.5,-18.5546875,0.0
1676922697.2304304,1.953125,-33.203125,-42.96875,-14.6484375,0.0
1676922697.2343147,8.7890625,-19.04296875,-49.31640625,-8.7890625,0.0
1676922697.238199,12.6953125,7.32421875,-85.44921875,7.32421875,0.0
1676922697.242083,-1.46484375,1.46484375,-67.87109375,2.9296875,0.0
1676922697.2459674,-0.9765625,-7.8125,-39.0625,-24.90234375,0.0
1676922697.2498517,10.25390625,-21.97265625,-25.87890625,-21.97265625,0.0
1676922697.253736,2.44140625,-34.66796875,-11.23046875,0.9765625,0.0
