timestamps,TP9,Fp1,Fp2,TP10,stim
1676923592.5777872,-25.390625,-28.3203125,-8.7890625,-248.046875,0.0
1676923592.5815341,-13.18359375,-31.25,-11.71875,-35.64453125,0.0
1676923592.585281,-25.87890625,-33.203125,-29.296875,162.59765625,0.0
1676923592.589028,-42.96875,-27.34375,-33.203125,9.765625,0.0
1676923592.5929189,-52.734375,-21.97265625,-23.4375,-237.3046875,0.0
1676923592.5968099,-47.36328125,-32.71484375,-33.203125,-132.8125,0.0
1676923592.6007009,-37.109375,-36.1328125,-41.9921875,114.74609375,0.0
1676923592.6045918,-43.9453125,-26.85546875,-32.2265625,63.4765625,0.0
1676923592.6084828,-73.2421875,-31.25,-29.296875,-218.75,0.0
1676923592.6123738,-66.89453125,-35.15625,-38.0859375,-204.58984375,0.0
1676923592.6162646,-38.0859375,-37.59765625,-40.0390625,88.8671875,0.0
1676923592.6201556,-22.4609375,-32.2265625,-20.01953125,141.6015625,0.0
1676923592.6240466,-40.52734375,-23.92578125,-9.765625,-124.0234375,0.0
1676923592.6279376,-51.7578125,-26.3671875,-20.01953125,-232.421875,0.0
1676923592.6318285,-27.83203125,-24.4140625,-25.390625,22.4609375,0.0
1676923592.6357195,-26.85546875,-24.90234375,-23.4375,170.8984375,0.0
1676923592.640609,-42.96875,-32.2265625,-24.90234375,-43.9453125,0.0
1676923592.6454983,-42.48046875,-33.203125,-26.85546875,-241.69921875,0.0
1676923592.6503878,-17.578125,-30.76171875,-22.4609375,-38.57421875,0.0
1676923592.6552773,-13.671875,-30.76171875,-17.578125,184.5703125,0.0
1676923592.6601665,-34.66796875,-26.3671875,-22.94921875,33.69140625,0.0
1676923592.665056,-58.59375,-32.71484375,-43.9453125,-227.5390625,0.0
1676923592.6699455,-55.6640625,-42.48046875,-46.38671875,-115.72265625,0.0
1676923592.6748347,-16.11328125,-30.2734375,-20.01953125,105.46875,0.0
1676923592.6797242,-13.18359375,-26.85546875,-19.04296875,60.05859375,0.0
1676923592.6846137,-56.15234375,-37.59765625,-35.64453125,-207.03125,0.0
1676923592.689503,-56.15234375,-33.203125,-32.2265625,-224.12109375,0.0
1676923592.6943924,-25.390625,-27.34375,-21.484375,55.17578125,0.0
1676923592.6981199,-22.4609375,-23.4375,-27.34375,134.27734375,0.0
1676923592.7018476,-43.9453125,-24.90234375,-29.78515625,-107.421875,0.0
1676923592.705575,-47.8515625,-30.2734375,-18.5546875,-221.19140625,0.0
1676923592.7093024,-17.08984375,-27.83203125,-14.16015625,26.3671875,0.0
1676923592.7130299,-14.16015625,-27.34375,-16.6015625,192.87109375,0.0
1676923592.7167573,-47.8515625,-31.73828125,-19.04296875,21.97265625,0.0
1676923592.720485,-61.5234375,-35.15625,-19.53125,-175.29296875,0.0
1676923592.7242124,-52.734375,-41.015625,-16.11328125,3.90625,0.0
1676923592.7279398,-25.87890625,-43.45703125,-24.4140625,247.55859375,0.0
1676923592.7316675,-34.1796875,-37.109375,-35.15625,172.36328125,0.0
1676923592.735395,-51.26953125,-23.92578125,-13.671875,-122.0703125,0.0
1676923592.7391224,-22.94921875,-24.4140625,-8.30078125,-91.30859375,0.0
1676923592.742868,-3.90625,-37.109375,-23.92578125,184.08203125,0.0
1676923592.7466135,2.44140625,-28.80859375,-20.99609375,181.15234375,0.0
1676923592.7503588,-21.484375,-19.53125,-13.671875,-99.12109375,0.0
1676923592.7541044,-41.015625,-28.80859375,-14.6484375,-184.5703125,0.0
1676923592.75785,-32.2265625,-22.4609375,-25.390625,73.73046875,0.0
1676923592.7615952,-43.45703125,-22.4609375,-32.2265625,168.9453125,0.0
1676923592.7653408,-71.2890625,-31.25,-23.4375,-117.1875,0.0
1676923592.7690864,-66.89453125,-30.76171875,-19.53125,-279.296875,0.0
1676923592.772832,-35.64453125,-29.296875,-30.76171875,-47.36328125,0.0
1676923592.7765775,-27.83203125,-19.04296875,-24.4140625,132.8125,0.0
1676923592.7803228,-59.5703125,-20.5078125,-22.4609375,-46.38671875,0.0
1676923592.7840683,-78.125,-34.66796875,-31.73828125,-278.3203125,0.0
1676923592.7878165,-62.5,-40.0390625,-50.29296875,-83.0078125,0.0
1676923592.791565,-38.57421875,-26.85546875,-42.48046875,204.58984375,0.0
1676923592.7953134,-48.828125,-17.578125,-18.06640625,117.67578125,0.0
1676923592.7990615,-83.49609375,-26.85546875,-32.71484375,-171.38671875,0.0
1676923592.8028097,-59.5703125,-33.203125,-42.96875,-142.08984375,0.0
1676923592.8065581,-20.99609375,-30.2734375,-38.57421875,154.296875,0.0
1676923592.8103065,-17.578125,-29.296875,-27.83203125,201.171875,0.0
1676923592.8140547,-45.41015625,-34.1796875,-34.1796875,-77.63671875,0.0
1676923592.817803,-53.7109375,-36.1328125,-45.41015625,-162.109375,0.0
1676923592.8215513,-16.6015625,-29.78515625,-26.3671875,94.23828125,0.0
1676923592.8252997,-4.39453125,-23.4375,-27.34375,187.98828125,0.0
1676923592.829048,-32.2265625,-31.25,-41.50390625,-25.390625,0.0
1676923592.8327978,-34.66796875,-33.203125,-32.71484375,-189.453125,0.0
1676923592.8365479,-3.41796875,-21.97265625,-21.97265625,22.4609375,0.0
1676923592.8402977,10.7421875,-20.01953125,-24.4140625,240.72265625,0.0
1676923592.8440478,-7.8125,-26.85546875,-28.80859375,89.35546875,0.0
1676923592.8477976,-31.73828125,-23.92578125,-25.390625,-173.33984375,0.0
1676923592.8515477,-17.08984375,-23.4375,-26.3671875,-62.01171875,0.0
1676923592.8552976,3.41796875,-22.94921875,-27.83203125,188.96484375,0.0
1676923592.8590474,-16.6015625,-22.94921875,-34.66796875,141.11328125,0.0
1676923592.8627975,-51.26953125,-30.2734375,-34.66796875,-137.20703125,0.0
1676923592.8665473,-47.8515625,-24.90234375,-11.23046875,-157.2265625,0.0
1676923592.8702974,-23.4375,-20.99609375,-12.6953125,139.6484375,0.0
1676923592.8740473,-22.4609375,-20.01953125,-18.5546875,185.05859375,0.0
1676923592.8777869,-42.48046875,-12.6953125,-14.16015625,-111.328125,0.0
1676923592.8815267,-30.2734375,-12.6953125,-23.4375,-214.35546875,0.0
1676923592.8852663,-8.30078125,-30.2734375,-42.48046875,37.109375,0.0
1676923592.8890061,-35.15625,-38.0859375,-38.57421875,156.73828125,0.0
1676923592.8927457,-66.40625,-33.69140625,-26.3671875,-66.89453125,0.0
1676923592.8964853,-67.3828125,-38.57421875,-29.78515625,-268.06640625,0.0
1676923592.9002252,-42.48046875,-41.9921875,-31.25,-78.125,0.0
1676923592.9039648,-43.45703125,-40.0390625,-32.2265625,132.32421875,0.0
1676923592.9077046,-51.7578125,-38.57421875,-15.625,6.34765625,0.0
1676923592.9114442,-57.12890625,-32.71484375,-6.8359375,-251.46484375,0.0
1676923592.915184,-41.50390625,-30.2734375,-28.3203125,-177.24609375,0.0
1676923592.9189236,-12.20703125,-33.69140625,-31.25,76.171875,0.0
1676923592.922684,-8.7890625,-36.62109375,-17.08984375,55.6640625,0.0
1676923592.9264443,-30.2734375,-36.1328125,-21.97265625,-210.44921875,0.0
1676923592.9302046,-36.62109375,-33.69140625,-29.78515625,-224.12109375,0.0
1676923592.933965,-16.6015625,-30.2734375,-19.53125,71.2890625,0.0
1676923592.9377253,-18.06640625,-30.2734375,-16.11328125,140.625,0.0
1676923592.941486,-47.8515625,-34.1796875,-26.3671875,-122.55859375,0.0
1676923592.9452462,-60.05859375,-43.45703125,-40.52734375,-223.14453125,0.0
1676923592.9490066,-46.38671875,-42.96875,-46.875,0.9765625,0.0
1676923592.952767,-26.85546875,-31.25,-16.6015625,116.2109375,0.0
1676923592.9565272,-29.78515625,-31.73828125,-14.6484375,-64.94140625,0.0
1676923592.9602876,-46.38671875,-30.2734375,-23.92578125,-271.97265625,0.0
1676923592.964048,-24.90234375,-27.83203125,-18.06640625,-115.72265625,0.0
1676923592.9677863,-13.671875,-25.87890625,-20.5078125,121.58203125,0.0
1676923592.9715247,-46.38671875,-33.203125,-23.92578125,24.4140625,0.0
1676923592.975263,-73.73046875,-36.62109375,-23.92578125,-242.1875,0.0
1676923592.9790018,-49.8046875,-29.78515625,-25.390625,-155.2734375,0.0
1676923592.9827402,-18.5546875,-26.3671875,-31.25,119.62890625,0.0
1676923592.9864786,-37.109375,-26.85546875,-30.76171875,127.44140625,0.0
1676923592.990217,-60.05859375,-28.3203125,-35.15625,-143.5546875,0.0
1676923592.9939554,-52.734375,-21.484375,-23.92578125,-204.1015625,0.0
1676923592.997694,-33.203125,-20.99609375,-14.6484375,67.3828125,0.0
1676923593.0014324,-26.3671875,-24.4140625,-25.390625,162.109375,0.0
1676923593.0051708,-50.29296875,-24.4140625,-26.85546875,-74.21875,0.0
1676923593.0089092,-73.2421875,-20.99609375,-15.13671875,-233.3984375,0.0
1676923593.0126758,-46.875,-17.578125,-14.6484375,2.9296875,0.0
1676923593.0164423,-29.296875,-22.94921875,-29.296875,188.96484375,0.0
